,title,month,year,Polarity,Subjectivity
262,"HOW BOLT.EARTH IS CHARGING EVS IN OVER 1,300 INDIAN CITIES",Jan,2024,0.0,0.0
263,Ola Patents New Scooter For Commercial Segment – Removable Battery Possible .,Jan,2024,0.04545454545454545,0.48484848484848486
264,Porsche Macan EV launched in India at ₹1.65 crore,Jan,2024,0.0,0.0
265,Rolls-Royce Launches its Luxury EV Spectre in India at a Starting Price of Rs. 7.5 Crore,Jan,2024,0.0,0.1
266,Pure EV to Integrate AI-based X Platform Across its Range,Jan,2024,0.21428571428571427,0.5
267,"Hero MotoCorp Explores High end E-bikes Around Rs 4-5 Lakh, to add 3 Scooters",Jan,2024,0.16,0.5399999999999999
268,Revolt Motors Launches RV400 BRZ Electric Bike with 150km Range at Rs 1.38 lakh,Jan,2024,0.0,0.0
269,JSW Group to Invest $5 Billion in EV Projects in Eastern India,Jan,2024,0.0,0.0
270,"EVs Development, Adoption to Play Major Role in India’s Transition to Low Carbon Economy",Jan,2024,0.03125,0.4
271,BMW CE02 Electric Scooter Gears Up for India Launch,Jan,2024,0.0,0.0
272,IIT Madras and Altair Open eMobility Simulation Lab,Jan,2024,0.0,0.5
273,Ola IPO Will Drive Indian EVs Back to the Future,Jan,2024,0.0,0.0625
274,Grant Awarded to CIA for EV Charging Station,Jan,2024,0.0,0.0
275,"SUN Mobility to Energize 30,000 Bounce Infinity Scooters",Jan,2024,0.0,0.0
276,"Volvo’s 10,000th Car in India is its First Pure Electric Offering",Jan,2024,0.23214285714285715,0.41666666666666663
277,Uber Partners with Tesla in Campaigning for EV Use,Jan,2024,0.0,0.0
278,International Battery Company Powers up with $35M Funding to Bridge EV Gap in India,Jan,2024,0.0,0.0
279,Proud to Announce: VerdeMobility Chargers are ARAI-certified,Jan,2024,0.8,1.0
280,River Opens First Showroom in Bengaluru,Jan,2024,0.25,0.3333333333333333
281,Arenq Joins with DE Power to Distribute EV Chargers and Swapping Stations in India,Jan,2024,0.0,0.0
282,"Rolls-Royce Spectre EV to Debut in India on Jan 19, 2024",Jan,2024,0.0,0.0
283,Omega Seiki Mobility to Deploy 500 Electric Three-Wheelers with Kissan Mobility,Jan,2024,0.0,0.0
284,Tata Punch EV To Be Launched On January 17,Jan,2024,0.0,0.0
285,"Seven EV Charging Stations Ready on on Kiratpur-Keylong Green Corridor, 45 More in Pipeline",Jan,2024,0.16666666666666666,0.43333333333333335
286,Mahindra XUV400 Pro Range Electric SUV Launched,Jan,2024,0.0,0.0
287,Axis Bank Extends INR 1 Billion Loan to Everest Fleet Under GuarantCo Partnership for Purchase of Electric Vehicles (EV) in India,Jan,2024,0.0,0.0
288,EV Policy Will be Put up for Cabinet Approval in a Few Days,Jan,2024,-0.2,0.1
289,"Naqvi Announces 26,000 Interest-free Electric Bikes, Rickshaws for Public",Jan,2024,0.0,0.06666666666666667
290,Svitch Launches CSR 762 Electric Bike at Rs 1.90 Lakh- offers 190 km Range,Jan,2024,0.1,0.0
291,"Ather 450S Electric Scooter Gets Massive Rs 20,000 Price Cut",Jan,2024,0.0,1.0
292,Aponyx Introduces a Portable Charging Solution to Help India’s Electric Vehicle Evolution,Jan,2024,0.0,0.0
293,VerdeMobility Signs an MoU with Government of Tamil Nadu at the Tamil Nadu Global Investors Meet (GIM) 2024,Jan,2024,0.0,0.0
294,"2024 Bajaj Chetak Premium Electric Scooter Launched, Range 127Km",Jan,2024,0.0,0.0
295,Vietnam’s VinFast Signs $500 Million Deal to Make EVs in India,Jan,2024,0.0,0.0
296,Assam Launches India’s First 100% Electric Bike Taxi Service via ‘Baayu’,Jan,2024,0.25,0.3333333333333333
297,KSG Partnership With FIM E-Xplorer to Host Electric Motorcycle Races in India,Jan,2024,0.0,0.0
298,Jitendra EV Unveils India’s First Transparent Electric Scooter,Jan,2024,0.25,0.3333333333333333
299,"Big Spurt in Pvt Electric Car Sales in Delhi, Reveals Data From 2023",Jan,2024,0.0,0.1
300,Electric 2-wheeler Sales up 17% in India as Electrification Improves,Jan,2024,0.0,0.0
301,Motorway Electric Car Charge Point Target Missed,Jan,2024,0.0,0.0
302,Delhi Had Highest Share in Total EV Sales in Country in December,Jan,2024,0.0,0.75
303,"Electric 3-wheeler sales clock 66% growth in CY2023 to over 581,000 units",Jan,2024,0.0,0.0
304,Tata Motors Delivers 921 Starbus EVs for Sustainable Mobility in Bengaluru,Jan,2024,0.0,0.0
305,IPO-Bound Ola Electric Becomes First Indian EV Company To Get PLI Nod,Jan,2024,0.25,0.3333333333333333
306,MG Motor India Achieves 18% Growth In 2023 Retail Sales,Jan,2024,0.0,0.0
307,YO Bykes Set to Dominate Electric 2-Wheeler Industry with High-Speed ‘YO TRUST’ Drift Hx Launch,Dec,2023,0.0,0.0
308,Skoda Enyaq Electric SUV Spotted in India Ahead of 2024 Launch,Dec,2023,0.0,0.0
309,Mullen Enters New Phase of Battery Pack Testing,Dec,2023,0.13636363636363635,0.45454545454545453
310,"Plan to Deliver 5,000 Vader E-motorcycles in Next 6 Months, Says Odysse CEO",Dec,2023,0.0,0.0
311,MG Motor India Teams Up With For Enhanced EV Charging Network,Dec,2023,0.0,0.0
312,Noida’s EV as a Service Startup Trigo Electric Raises Rs 40L at Indian Angels Show,Dec,2023,0.0,0.0
313,Tata Nexon EV Facelift Seeing Maximum Demand for Top-spec Variant,Dec,2023,0.0,0.0
314,"Over Rs 5,200 Crore Disbursed As FAME-II Subsidy On Electric Cars, Two-Wheelers",Dec,2023,0.0,0.0
315,Ola Electric to Raise USD 662 mn in India’s First EV Maker IPO,Dec,2023,0.25,0.3333333333333333
316,"HOP Electric Targets Tripling Sales in 2024, Unveils Nimble ‘Nimbus’ Platform for Electric Motorcycles",Dec,2023,0.0,0.0
317,SAR Group’s Livguard Acquires Emuron Tech To Enter EV Battery Swapping Space,Dec,2023,0.0,0.0
318,Macquarie Cheques Into EV Finance in India with $400 mn,Dec,2023,0.0,0.0
319,Pure EV Introduces India’s First Electric Vehicle Exchange Program,Dec,2023,0.23214285714285715,0.41666666666666663
320,"SIMPLE ENERGY LAUNCHES DOT ONE ELECTRIC SCOOTER AT RS 99,999",Dec,2023,0.0,0.35714285714285715
321,Ather Energy announces “Ather Electric December”,Dec,2023,0.0,0.0
322,Audi Inaugurates India’s First Ultra-Fast Charging Station In Mumbai,Dec,2023,0.25,0.3333333333333333
323,Media Dynox Secures Heroic Digital Marketing and PR Contract for Hero Electric Bikes,Dec,2023,0.35,0.45
324,"Yadav, John Kerry Hold Talks on US-India Collaboration for Financing E-buses",Dec,2023,0.0,0.0
325,Gogoro Electric Scooter ‘CrossOver’ to Debut in India on 12 December,Dec,2023,0.0,0.0
326,Kinetic Zulu e-Scooter Launched At Rs. 95K – ‘Pay As You Use’ Business Model,Dec,2023,0.0,0.0
327,Bumps On IPO Road: Ola Electric’s Net Loss Surges,Dec,2023,0.0,0.0
328,"BPCL and Tata Passenger Electric Mobility Join to set up 7,000 Chargers Across India",Dec,2023,0.0,0.0
329,Maruti Suzuki Announces Plans For Its First All-Electric SUV-eVX,Dec,2023,0.25,0.3333333333333333
330,Tata Motors Opposes Tax Cut On EV Import Amid Tesla’s India Foray Plans,Dec,2023,0.0,0.0
331,"Hero MotoCorp, Ather Energy Partner to Accelerate EV Charging Network in India",Dec,2023,0.0,0.0
332,Kia India Introduces K-Charge Featuring Over 1000 Charging Stations of 5 Operator,Dec,2023,0.0,0.0
333,ZEVO Unveil India’s First Electric Refrigerated Vehicle in Partnership With IIT Delhi,Dec,2023,0.25,0.3333333333333333
334,"Bihar Electric Vehicle Policy Approved, Aims to Achieve 15% EVs in Vehicle Registrations by 2028",Dec,2023,0.0,0.0
335,Indian Industry Body Seeks Third Round of EV Subsidies,Dec,2023,-0.1,0.2
336,ElectricPe Opens EV Mobility Centres To Simplify EV Ownership,Dec,2023,0.0,0.0
337,Indian EV Start-up Eyes Middle East Commercial Vehicle Market,Dec,2023,0.0,0.0
338,Mahindra BEV Push to Include 5- and 7-seat SUVs,Dec,2023,0.0,0.0
339,ATHER ENERGY WILLING TO HELP OTHER EV PLAYERS ADOPT CHARGING CONNECTOR FREE OF COST,Dec,2023,0.17500000000000002,0.6416666666666667
340,2024 Bajaj Chetak Urbane E-Scooter Launched; Priced At Rs 1.15 Lakh,Dec,2023,0.0,0.0
341,Gogoro is First Foreign Two-wheel Vehicle OEM and Battery Swapping Provider to be Recognized by the Small Industries Development Bank of India (SIDBI),Dec,2023,-0.041666666666666664,0.28611111111111115
342,Delhi Government Plans to Allow only Electric Two-wheelers to ply as Bike Taxis,Dec,2023,0.0,1.0
343,"Pepper Motion will Invest ₹4,640 crore in EV Manufacturing Unit at Punganur",Dec,2023,0.0,0.0
344,E-bus Sales in India will go up to 11-13% by FY25,Nov,2023,0.0,0.0
345,Simple Dot One Electric Scooter Coming this December 15,Nov,2023,0.0,0.35714285714285715
346,India’s OLA Electric Service Challenges as Demand for Electric Scooters Surges,Nov,2023,0.0,0.0
347,Electric Vehicle Maker Lion Electric Cutting 150 Jobs to Reduce Costs,Nov,2023,-0.6,0.9
348,"ChargeZone to Raise USD 125 m to Boost EV Charging Ecosystem, Plans Partnership with OEM’s",Nov,2023,0.0,0.0
349,BluSmart Completes 10 Million Emission-Free Rides in India,Nov,2023,0.0,0.0
350,PCMC Charged up For 22 EV Charging Stations,Nov,2023,0.0,0.0
351,Bike Taxi Group Writes to Delhi LG Seeking More Time to Make EV shift,Nov,2023,0.5,0.5
352,"Statiq’s Latest Innovation, StatiqConnect, Transforms the Landscape of EV Charging",Nov,2023,0.5,0.9
353,"Tata Power Achieves a Significant Milestone of 60,000+ Home EV Chargers, Powering the Future of Sustainable Mobility Across India",Nov,2023,0.1875,0.5
354,"Servotech Power Systems bags order for 2,649 EV chargers from Bharat Petroleum",Nov,2023,0.0,0.0
355,Odysse Vader Electric Bike Receives ICAT Approval Ahead of Launch in December,Nov,2023,0.0,0.0
356,"ZEVO Eyes Supercharged Growth, to become the go to Platform for Everything EV with the Launch of Its Tech-Based App",Nov,2023,0.0,0.0
357,Rilox EV Gains Momentum in Two-wheeler E-cargo And E-scooter Segment With Upgraded Lineups,Nov,2023,0.0,0.0
358,PURE EV LAUNCHES ECODRYFT 350 ELECTRIC MOTORCYCLE WITH 171KM RANGE,Nov,2023,0.21428571428571427,0.5
359,"E-Sprinto Launches Rapo, Roamy Electric Scooters– Prices Start at Rs 55k",Nov,2023,0.0,0.0
360,Production Ready Orxa Mantis Electric Bike To Be Unveiled,Nov,2023,0.2,0.5
361,CHARGE+ZONE Launches India’s First 360KW Supercharging Station Network,Nov,2023,0.25,0.3333333333333333
362,Check Out The Hornback X1 Folding E-Bike From India,Nov,2023,0.0,0.0
363,Ola Electric Converts to Public Ltd Co Ahead of its IPO Filing,Nov,2023,0.0,0.06666666666666667
364,"Zomato Using Ather Electric Scooter For Deliveries, 30 Units Deployed in Ahmedabad",Nov,2023,0.0,0.0
365,Tsuyo Manufacturing Partners LvKON For Advanced EV Solutions in India,Nov,2023,0.4,0.6
366,Two-wheelers Zoom Ahead on a Double Digit Diwali Rocket,Nov,2023,0.0,0.0
367,Xiaomi SU7 All-electric Sedan Revealed,Nov,2023,0.0,0.0
368,Hyundai Motor Company Announces Dedicated EV Plant At Ulsan,Nov,2023,0.0,0.0
369,India’s $960 Million bid to Supercharge EV Battery Production,Nov,2023,0.0,0.0
370,India Weighs Five-year Tax Cuts on EV Imports to woo Tesla,Nov,2023,0.0,0.0
371,Valeo to Supply Electric Powertrain for Mahindra’s new BEVs,Nov,2023,0.13636363636363635,0.45454545454545453
372,India Considers Slashing EV Tariffs to Lure Tesla,Nov,2023,0.0,0.0
373,Maruti eVX Electric SUV Testing Commences in India,Nov,2023,0.0,0.0
374,Made-in-India Ultraviolette F77 Electric Bike to be Exported to Europe,Nov,2023,0.0,0.0
375,"Festive October Powers Strong Double-digit Growth for PV, Two- and Three-wheeler Wholesales",Nov,2023,0.4333333333333333,0.7333333333333333
376,Ashok Leyland to Invest Rs 1.2K Crore in its EV arm,Nov,2023,0.0,0.0
377,"Amazon Launches Worldwide Last-Mile Fleet Program in India, Featuring Electric Vehicles",Nov,2023,0.0,0.0
378,RUBIO EFFORT TO BLOCK CHINESE-MADE EV CHARGERS PASSES SENATE,Nov,2023,0.0,0.0
379,Lotus Revs up for Indian Debut With Exclusive Motors Partnership; Likely to Launch Eletre Electric SUV,Nov,2023,0.0,1.0
380,Revolt Motors to Provide Electric Bikes for Adani Green Energy Ltd,Nov,2023,-0.2,0.3
381,HPCL and Gogoro Announce Partnership To Rollout Battery Swapping Across Retail Outlets in India,Nov,2023,0.0,0.0
382,MoEVing Electrifies India with a Landmark Deployment of 100 Units of Tata ACE EV,Nov,2023,0.0,0.0
383,Deliveries of Made-in-India Matter Electric Motorcycles with Manual Gearbox to Begin Next Year,Nov,2023,0.0,0.0
384,Joy E-bike Opens Over 100 Distributor Showrooms Across India in 6 Months,Nov,2023,0.8,0.2
385,E-rickshaws Turn the Tide Ior India,Nov,2023,0.0,0.0
386,MG Motor India Collaborates With Shoonya to Boost Electric Mobility Ecosystem,Nov,2023,0.0,0.0
387,Tata Motors to Share JLR’s ‘EMA’ EV Architecture for Avinya Range of Cars,Nov,2023,0.0,0.0
388,Altigreen Partners With Bolt.Earth to Deploy Charging Points for E3Ws,Nov,2023,0.0,0.0
389,Tata Motors Partners with Jaguar Land Rover for Avinya Electric Vehicle Series,Nov,2023,0.0,0.0
390,Emobi develops E2W with Musashi and Honda Power Pack for Last Mile Delivery Services,Nov,2023,0.0,0.06666666666666667
391,Matter Aera Electric Motorcycle Deliveries Delayed,Nov,2023,0.0,0.0
392,Terra Charge and SNM Cabs Collaborate to Develop Advanced EV Charging Hub,Nov,2023,0.4,0.6
393,"LeapCharger Eyes Operations in the UAE, UK, India & USA",Nov,2023,0.0,0.0
394,"Honda To Focus On Electric Vehicles, Plans To Launch SUVs In India",Nov,2023,0.0,0.0
395,Stellantis Leapmotor Deal Wins Mixed Reviews As It Seeks EV Traction,Oct,2023,0.15,0.225
396,Rail-Served EV Battery Plant Coming to North Carolina,Oct,2023,0.0,0.0
397,Ola Electric Reacts to Pune Scooter Fire Incident,Oct,2023,0.0,0.0
398,Honeywell Creates Li-ion Battery Safety Sensors and Suite of PPE for EV Workers,Oct,2023,0.0,0.0
399,Harman Plans to Supply Digital Clusters to Electric Two-wheeler OEMs in India,Oct,2023,0.0,0.0
400,"Ola Electric Raises ₹3,200cr for Expansion",Oct,2023,0.0,0.0
401,"Honda, GM Scrap ‘Affordable’ EV Tie-up",Oct,2023,0.0,0.0
402,Indian Company That Makes EV Battery Materials To Build Its First US Plant In North Carolina,Oct,2023,0.25,0.3333333333333333
403,E-Bike Market Projected to Reach $77.2 Billion by 2028,Oct,2023,0.0,0.0
404,New Electric Scooter By Liger Mobility: Liger X+ Offers An Impressive 125 Km Range,Oct,2023,0.4121212121212121,0.48484848484848486
405,AP Govt to Set Up 400 EV Sharging Stations,Oct,2023,0.0,0.0
406,Samsung SDI To Supply EV Batteries To Hyundai Motor Starting 2026,Oct,2023,0.0,0.1
407,Svitch CSR 762 Electric Bike To Hit Market In 90 Days,Oct,2023,0.0,0.0
408,RACE Energy Partners With LOHUM For EV Battery Recycling,Oct,2023,0.0,0.0
409,Suzuki Eyes to Make India Global Electric Car Manufacturing Hub,Oct,2023,0.0,0.0
410,Terra Motors ventures into EV charging space in India,Oct,2023,0.0,0.0
411,Bolt.Earth Secures US$20M for Global EV Charging & Software Expansion,Oct,2023,0.0,0.0
412,"The Chinese Company That Loses $55,000 on Every Electric Car It Makes",Oct,2023,-0.15,0.05
413,"Auto Giant Renault Nissan Uses EV Transition to Undermine Conditions at Chennai, India Plant",Oct,2023,0.0,1.0
414,BLive Recognized as ‘Multibrand EV Dealer of the Year’ at India EV Awards 2023,Oct,2023,0.0,0.0
415,Chandigarh House Rejects EV Stations Agenda; Councillors To Protest Today,Oct,2023,0.0,0.0
416,MOVIN Rolls Out The Second Phase Of Electric Vehicles In Bengaluru Paving The Way For Greener Deliveries In Logistics,Oct,2023,0.0,0.0
417,The Need for Recycling EV Lithium-ion Batteries to Sustain the EV Industry in India,Oct,2023,0.0,0.0
418,Okaya Motofaast Electric Scooter Launched At Rs 1.37 Lakh With Up To 130 km Range,Oct,2023,0.0,0.0
419,Belgavi Electric Scooter Launch Rivot NX100 In India With 280KM Range,Oct,2023,0.0,0.0
420,Acer Set To Enter India’s E-scooter Market,Oct,2023,0.0,0.0
421,"Servotech Power, EMCOR To Set Up 1,000 EV Charging Stations In India",Oct,2023,0.0,0.0
422,"Amo Mobility Eyes High-speed EV Launch, Equity Funding, Strategic M&As",Oct,2023,0.0,0.0
423,LML Acquires Land In Haryana To Establish EV Industrial Park,Oct,2023,0.0,0.0
424,Magenta Mobility Partners With Tata Motors To Deploy Ace EVs For Intra-city Deliveries,Oct,2023,0.0,0.0
425,Ather Energy To Launch E-scooter 450X iIn Nepal soon,Oct,2023,0.0,0.0
426,RecycleKaro Partners Bajaj Auto For EV Battery Recycling,Oct,2023,0.0,0.0
427,Govt. Of India Demands E-scooter Makers To Refund 500cr Aid For Using Chinese Parts,Oct,2023,0.0,0.0
428,Bridgestone India & Tata Power To Install EV Chargers Across India,Oct,2023,0.0,0.0
429,"Nod Awaited, Agency Starts Building EV Charging Stations In Chandigarh",Oct,2023,0.0,0.0
430,"TVS Motors Is Making BMW’s Electric Two-wheeler CE02, Production Started At Hosur Plant",Oct,2023,0.0,0.0
431,Bolt.Earth Secures $20 Million In Funding To Boost The EV Ecosystem,Oct,2023,0.0,0.0
432,"AUTOMOBILES VinFast To Invest $400m On India, Indonesia EV Factories",Oct,2023,0.0,0.0
433,"Tata Motors Sells 37,961 EVs In H1 FY2024, EV Share Of PVs Rises To 13.5 Percent",Oct,2023,0.0,0.0
434,2024 Kawasaki Ninja E-1 And Z e-1 Electric Motorcycles Announced,Oct,2023,0.0,0.0
435,The 8.5 Tonne Electric Truck by Triton EV Slated For mid-November launch in Indian And Middle Eastern Markets,Oct,2023,0.0,0.0
436,Significant Growth in India’s Electric Vehicle Export Market,Oct,2023,0.375,0.875
437,Bajaj Sunny electric scooter spotted testing,Oct,2023,0.0,0.0
438,Recycling crucial to support India’s Li-ion EV battery manufacturing,Oct,2023,0.0,1.0
439,Lectrix EV Joins Hands With Zypp Electric For Its Electric Two-Wheeler Expansion,Oct,2023,0.0,0.0
440,Skoda To Launch Affordable Ev In India,Sep,2023,0.0,0.0
441,"Mxmoto Launches Mxv Eco Electric Scooter, Claims 120 Km Range On Single Charge",Sep,2023,-0.07142857142857142,0.21428571428571427
442,Electric One E1 Astro & Astro Pro E-scooters With 200km+ Range Unveiled In India,Sep,2023,0.0,0.0
443,Ghana Working On A Policy To Use Electric Vehicles For Public Transport,Sep,2023,0.0,0.06666666666666667
444,Ola Electric Reportedly Eyeing IPO By End Of October 2023,Sep,2023,0.0,0.0
445,Indian Ev Charger Market To Register Cagr Of 46.5% By 2030,Sep,2023,0.0,0.0
446,Skoda Plots Sub-Rs 20 Lakh Electric Car For India,Sep,2023,0.0,0.0
447,"India’s Strength In Ev Cells, Minerals Processing: IISD",Sep,2023,0.0,0.0
448,Jsw In Talks With Lg Energy Solution To Make Ev Batteries In India,Sep,2023,0.0,0.0
449,GAURA ELECTRIC TO INTRODUCE NEW ELECTRIC SCOOTERS,Sep,2023,0.13636363636363635,0.45454545454545453
450,Indian Two-Wheeler Company TVS Launches First Electric Scooter in Colombia,Sep,2023,0.25,0.3333333333333333
451,Ime Vehicle Showcases Its Electric Two-wheelers At Up International Trade Show 2023,Sep,2023,0.0,0.0
452,Ather Energy’s Losses Up 2.5 Times To Rs 864.5 Crore Roc Data Shows,Sep,2023,0.0,0.0
453,Bmw’s Ix1 Electric Suv Set For India Launch On September 28,Sep,2023,0.0,0.0
454,Ola To Showcase Its Upcoming Electric Bike Concepts At The 2023 Motogp India Grand Prix,Sep,2023,0.5,1.0
455,Chandigarh Likely To Stop Registration Of Non-electric 2-wheelers From October,Sep,2023,0.0,1.0
456,Tesla Proposes Building Battery Storage Factory In India -Sources,Sep,2023,0.0,0.0
457,TVS Announces India’s First One-Make Electric Motorcycle Racing Series,Sep,2023,0.25,0.3333333333333333
458,"EVAGE MOTORS SHOWCASES FR8, A 1-TON ELECTRIC DELIVERY TRUCK",Sep,2023,0.0,0.0
459,Byd India Delivers 200 Atto 3 E-cars On Sept 17 In Select Cities,Sep,2023,0.0,0.0
460,Triton Ev To Launch 3.5 Tonne Electric Pickup Trucks For Domestic And Middle-east Market,Sep,2023,0.0,0.1
461,The Honda Motocompacto Is A Bike That Turns Into A Suitcase,Sep,2023,0.0,0.0
462,"Erkey Motors Debuts the ERKEY D92, Setting New Standards for Electric Two-Wheelers",Sep,2023,0.13636363636363635,0.45454545454545453
463,Godawari Electric Motors Launches Its Electric Three-wheeler E-loader ‘Eblu Reino’,Sep,2023,0.0,0.0
464,"Jeep Finalising Ev Strategy For India, Looks To Increase Localisation",Sep,2023,0.0,0.0
465,Dynamo Electric Launched Its New E-bike Range In India,Sep,2023,0.13636363636363635,0.45454545454545453
466,Ather Energy to Accelerate New Launches in India and Foreign Markets,Sep,2023,0.005681818181818177,0.2897727272727273
467,"The Tork Kratos, First Made In India Electric Motorcycle",Sep,2023,0.25,0.3333333333333333
468,Audi Executive Says Lowering Import Tax on EV Will Help Test India Market,Sep,2023,0.0,0.0
469,Mercedes Steps Up Electric Vehicle Play With Launch Of Eqe Suv,Sep,2023,0.0,0.0
470,Electric Cargo Three-wheeler Vehicle Greaves Eltra Launched,Sep,2023,0.0,0.0
471,Acer Ventures Into The Electric Vehicle Market With Muvi-125-4g,Sep,2023,0.0,0.0
472,Euler Motors and Fyn Partner to Transform India’s Logistics with Fast Charging EVs,Sep,2023,0.2,0.6
473,India’s Acc Ev Battery Production Could Commence In Jan 2024,Sep,2023,0.0,0.0
474,India To Draft New Ev Investment Policy,Sep,2023,0.13636363636363635,0.45454545454545453
475,"Okaya Ev, Bluwheelz To Deploy 5,000 Electric Two-wheelers",Sep,2023,0.0,0.0
476,Our Ev Subsidy Policy Is Due For A Full Overhaul,Sep,2023,0.11249999999999999,0.4625
477,"Charge Evs In 10 Minutes With Flextron’s Flexgrid, India’s First Battery-integrated Dc Charger",Sep,2023,0.25,0.3333333333333333
478,"Olectra Greentech eyes PM e-Bus programme’s tender for 10,000 buses",Sep,2023,0.0,0.0
479,"Shema Eagle+, Tuff+ Electric Scooters Launched At Rs 1.17 Lakh: Gets Up To 60 Km Range",Sep,2023,0.0,0.0
480,Abzo Motors Introduces Vs01 Electric Motorcycle At Rs. 1.8 Lakh,Sep,2023,0.0,0.0
481,Tata Nexon Ev Facelift Bookings Open In India Ahead Of September 14 Launch,Sep,2023,0.0,0.5
482,"Oil India’s Clean Energy Spends, Petrochina Buys Ev Charging Company, And More",Sep,2023,0.43333333333333335,0.6000000000000001
483,Tata Motors Races Towards Record Electric Car And Suv Sales In Fy2024,Sep,2023,0.0,0.0
484,Elevator Firm Launches Electric Bike In Ahmedabad,Sep,2023,-0.2,0.4
485,India Secures Third Rank In Global EV Charging Affordability,Sep,2023,-0.26666666666666666,0.3
486,"Switch Mobility Unveils Iev3, Iev4 Electric Mini Trucks In India",Sep,2023,0.0,0.0
487,Renault India Banks On Knowledge Pool At Chennai For EV Play,Sep,2023,0.0,0.0
488,Delhi Charges Ahead With 400 Tata Motors Starbus Evs,Sep,2023,0.0,0.0
489,Temasek Leads $140m Funding In Ola Electric At A Valuation Of $5.4b,Sep,2023,0.0,0.0
490,Sawant Directs Oil Firms To Set Up Ev Charging Points At Fuel Stations,Sep,2023,0.0,0.0
491,Bgauss C12i Ex Electric Scooter Launched In India,Sep,2023,0.0,0.0
492,Building Robust Safety Ecosystem For Evs In India,Sep,2023,0.0,0.0
493,Govt Working On Various Incentives For Ev Industry,Sep,2023,0.0,0.5
494,Himachal Pradesh Plans Policy To Develop Electric Charging Stations For E-vehicles,Sep,2023,0.0,0.0
495,"Oben Electric Launches its First Company-Owned Experience Centre in India, located in HSR layout, Bengaluru",Sep,2023,0.25,0.3333333333333333
496,Bike Taxi Aggregator Introduces Electric Vehicles Exclusively For Women,Sep,2023,0.0,0.0
497,"Effective Policy To Develop EV Charging Stations In HP Soon, Says CM",Sep,2023,0.6,0.8
498,EV Startup Ather Energy Bags INR 550 Cr Funding From Hero MotoCorp,Sep,2023,0.0,0.0
499,EV Cluster To Come Up In Coimbatore,Sep,2023,0.0,0.0
500,Ather Begins Dispatches Of 450S Electric Scooter,Sep,2023,0.0,0.0
501,India Is One Of The World’s Fastest-Growing EV Markets. This Is Why,Aug,2023,0.0,0.0
502,The Advantages And Adoption Of Electric Vehicles In B2B Sector,Aug,2023,0.0,0.0
503,"JSW’s New EV Will take on Mahindra XUV400, Tata Nexon EV and Citroen eC3",Aug,2023,0.13636363636363635,0.45454545454545453
504,Dymax to Showcase Light-Cure Solutions for Electric Vehicles at The Battery Show 2023,Aug,2023,0.0,0.0
505,"Maruti Suzuki Behind In EV Race, But Not Late: Chairman RC Bhargava",Aug,2023,-0.125,0.6499999999999999
506,Tata.ev Is The New Name For Tata Motors Electric Vehicle Business,Aug,2023,0.13636363636363635,0.45454545454545453
507,"Bullish On Green Mobility, Tata Motors Unveils New Brand Identity For EV Business",Aug,2023,-0.03181818181818183,0.37727272727272726
508,YoBykes Soon To Launch Its High Speed Electric Scooter And Electric Bike In India,Aug,2023,0.16,0.5399999999999999
509,Executive Motors Introduces First-ever Electric Vehicle From BMW In Bangladesh,Aug,2023,0.0,0.0
510,"82Volt, Novel Offices Collaborate To Accelerate Electric Vehicle Charging Infrastructure In Bangalore",Aug,2023,0.0,0.0
511,"Amazon Now Has Over 6,000 Electric Vehicles In Its India Delivery Fleet",Aug,2023,0.0,0.0
512,West Bengal Tenders 47 EV Charging Stations To Be Installed Across The State,Aug,2023,0.0,0.0
513,"With Tesla Push, India Mulls Import Tax Cut If EV Makers Build Locally",Aug,2023,0.0,0.0
514,Ola Electric Kicks Off S1 Air Deliveries In Over 100 Cities,Aug,2023,0.0,0.0
515,EV Policy 2.0 Among Key Schemes Halted In Delhi,Aug,2023,0.0,1.0
516,Gujarat’s Newer Strides Towards EV Manufacturing Hub,Aug,2023,0.0,0.0
517,GoGoa1 Unveils RTO Approved Efficient EV Solutions For 50 Two-Wheeler Models,Aug,2023,0.0,0.0
518,"Bajaj Chetak E-Scooter Price Slashed To Rs 1.30 Lakh; Positioned Closer To Ather 450S, Ola S1 Air",Aug,2023,0.0,0.0
519,IDEAS: Amtrak Introduces First Electric Vehicle Into National Network,Aug,2023,0.25,0.3333333333333333
520,Road Tax Exemption For Electric Cars In Telangana Replaced With High Rates,Aug,2023,0.16,0.5399999999999999
521,Mahindra Collaborates With Music Maestro AR Rahman For Sonic Identity & Anthem “Le Chalaang” For Its New Range Of Born Electric Vehicles,Aug,2023,0.13636363636363635,0.45454545454545453
522,Audi Launches Q8 E-tron Priced At ₹1.14 Crore,Aug,2023,0.0,0.0
523,French Carmaker Renault India Considers Bringing An Electric Car In 2024,Aug,2023,0.0,0.0
524,"Gogoro, Swiggy Join Hands For EV Adoption In Last-mile Delivery",Aug,2023,0.0,0.0
525,Texas to Impose 200 Dollars Fee on Electric Vehicles From September,Aug,2023,0.0,0.0
526,BYD Files Trademark For Seagull Electric Hatchback In India,Aug,2023,0.0,0.0
527,Mahindra Reveals Electric Jeep Wrangler-rivalling Concept,Aug,2023,0.0,0.0
528,"Ola Launches S1X Electric Scooter At Introductory Price Of Rs. 79,999, Deliveries To Begin By December",Aug,2023,0.0,0.0
529,Joy E-bike Becomes Title Sponsor For India Tour Of Ireland,Aug,2023,0.8,0.2
